lemma,text1,text2,tgt_ind_1,tgt_ind_2,labels,tw1,tw2
pajek,Pajku v Celju res ne zmanjka dela.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,0,4,0,Pajku,pajek
pajek,29 vozil odpeljal pajek.,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,3,7,1,pajek.,pajkom
pajek,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,2,12,1,pajek,pajki.
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,6,0,1,pajek.,Pajek
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,11,0,1,pajkom,Pajki
pajek,So pa to pajki ki se jih ljudje kar najbolj bojijo.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,3,4,1,pajki,pajkov
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,19,4,0,pajek,pajke
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,6,12,0,pajek.,pajki.
pajek,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,4,12,0,pajek,pajki.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Samo za tiste ki se ne bojijo niti najmanjših pajkov.,7,9,0,pajkom,pajkov.
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,0,6,1,Pajki,pajek.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,19,6,1,pajek,pajek.
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Pajke iz stanovanja nosi ven na travo.,13,0,0,pajkom.,Pajke
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,0,4,0,Pajek,pajkov
pajek,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,Predvsem jantar iz Dominikanske republike vsebuje nešteto vključkov organizmov od žab do pajkov.,4,12,0,pajek,pajkov.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Ne bojim se pajkov.,7,3,0,pajkom,pajkov.
pajek,22 takšnih avtomobilov je odpeljal pajek.,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,5,6,0,pajek.,pajka
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,0,11,0,Pajek,pajkov.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Samo za tiste ki se ne bojijo niti najmanjših pajkov.,19,9,0,pajek,pajkov.
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,Pajku v Celju res ne zmanjka dela.,0,0,1,Pajek,Pajku
pajek,Ne bojim se pajkov.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,3,4,1,pajkov.,pajek
pajek,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,19,4,0,pajke.,pajke
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,13,4,1,pajkom.,pajek
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,22,20,1,pajkom.,pajki.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,7,4,1,pajkom,pajek
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,22,1,0,pajkom.,pajek
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,6,6,0,pajek.,pajka
pajek,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,11,4,1,pajkov.,pajek
pajek,22 takšnih avtomobilov je odpeljal pajek.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,5,4,0,pajek.,pajkov
pajek,29 vozil odpeljal pajek.,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,3,0,1,pajek.,Pajki
pajek,Samo za tiste ki se ne bojijo niti najmanjših pajkov.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,9,3,1,pajkov.,pajki
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,11,4,0,pajkom,pajkov
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,11,4,0,pajkom,pajke
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Doktor pravi da sploh ne smeš misliti na pajke.,6,8,0,pajek.,pajke.
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,0,19,1,Pajki,pajek
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Doktor pravi da sploh ne smeš misliti na pajke.,7,8,0,pajkom,pajke.
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,0,2,0,Pajki,pajek
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Predvsem jantar iz Dominikanske republike vsebuje nešteto vključkov organizmov od žab do pajkov.,10,12,1,pajka,pajkov.
pajek,Samo za tiste ki se ne bojijo niti najmanjših pajkov.,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,9,2,1,pajkov.,pajek
pajek,22 takšnih avtomobilov je odpeljal pajek.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,5,4,0,pajek.,pajke
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,22,4,0,pajkom.,pajek
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Doktor pravi da sploh ne smeš misliti na pajke.,13,8,0,pajkom.,pajke.
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,11,6,1,pajkom,pajek.
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,22,0,1,pajkom.,Pajek
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,Ne bojim se pajkov.,0,3,0,Pajek,pajkov.
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,10,4,1,pajka,pajkov
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,7,22,1,pajkom,pajkom.
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,0,11,0,Pajki,pajkov.
pajek,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,Ne bojim se pajkov.,6,3,1,pajka,pajkov.
pajek,29 vozil odpeljal pajek.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,3,12,0,pajek.,pajki.
pajek,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,19,11,0,pajke.,pajkov.
pajek,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,4,10,0,pajek,pajka
pajek,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,20,4,1,pajki.,pajek
pajek,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,19,4,0,pajke.,pajkov
pajek,Obvodni pajek drsi po vodni gladini z osmimi nogami.,Predvsem jantar iz Dominikanske republike vsebuje nešteto vključkov organizmov od žab do pajkov.,1,12,1,pajek,pajkov.
pajek,22 takšnih avtomobilov je odpeljal pajek.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,5,4,0,pajek.,pajek
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Pajke iz stanovanja nosi ven na travo.,10,0,1,pajka,Pajke
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,6,11,0,pajek.,pajkov.
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,10,2,1,pajka,pajek
pajek,So pa to pajki ki se jih ljudje kar najbolj bojijo.,Pajke iz stanovanja nosi ven na travo.,3,0,1,pajki,Pajke
pajek,Doktor pravi da sploh ne smeš misliti na pajke.,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,8,6,1,pajke.,pajka
pajek,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,20,10,0,pajki.,pajka
pajek,Pajku v Celju res ne zmanjka dela.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,0,4,0,Pajku,pajkov
pajek,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,20,3,0,pajki.,pajki
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,19,4,0,pajek,pajkov
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,0,4,0,Pajki,pajke
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Pajke iz stanovanja nosi ven na travo.,6,0,0,pajek.,Pajke
pajek,22 takšnih avtomobilov je odpeljal pajek.,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,5,0,1,pajek.,Pajek
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,7,2,0,pajkom,pajek
pajek,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,2,1,1,pajek,pajek
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Predvsem jantar iz Dominikanske republike vsebuje nešteto vključkov organizmov od žab do pajkov.,0,12,0,Pajki,pajkov.
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,13,11,0,pajkom.,pajkov.
pajek,So pa to pajki ki se jih ljudje kar najbolj bojijo.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,3,12,1,pajki,pajki.
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,0,1,0,Pajki,pajek
pajek,Samo za tiste ki se ne bojijo niti najmanjših pajkov.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,9,1,1,pajkov.,pajek
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,22,4,0,pajkom.,pajkov
pajek,Pajku v Celju res ne zmanjka dela.,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,0,10,0,Pajku,pajka
pajek,29 vozil odpeljal pajek.,22 takšnih avtomobilov je odpeljal pajek.,3,5,1,pajek.,pajek.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Ne bojim se pajkov.,19,3,0,pajek,pajkov.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,7,12,0,pajkom,pajki.
pajek,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,4,3,0,pajek,pajki
pajek,Doktor pravi da sploh ne smeš misliti na pajke.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,8,4,1,pajke.,pajke
pajek,Pajke iz stanovanja nosi ven na travo.,Ne bojim se pajkov.,0,3,1,Pajke,pajkov.
pajek,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,Doktor pravi da sploh ne smeš misliti na pajke.,20,8,0,pajki.,pajke.
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Pajku v Celju res ne zmanjka dela.,22,0,1,pajkom.,Pajku
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,22,11,0,pajkom.,pajkov.
pajek,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,12,11,1,pajki.,pajkov.
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,13,6,0,pajkom.,pajka
pajek,29 vozil odpeljal pajek.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,3,11,0,pajek.,pajkov.
pajek,22 takšnih avtomobilov je odpeljal pajek.,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,5,19,1,pajek.,pajke.
pajek,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,Ne bojim se pajkov.,19,3,0,pajke.,pajkov.
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,Pajke iz stanovanja nosi ven na travo.,0,0,0,Pajek,Pajke
pajek,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,6,11,1,pajka,pajkov.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,7,3,0,pajkom,pajki
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,11,19,1,pajkom,pajke.
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,6,4,1,pajek.,pajek
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,7,1,0,pajkom,pajek
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Ne bojim se pajkov.,10,3,1,pajka,pajkov.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Pajku v Celju res ne zmanjka dela.,19,0,1,pajek,Pajku
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,6,20,1,pajek.,pajki.
pajek,Doktor pravi da sploh ne smeš misliti na pajke.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,8,11,1,pajke.,pajkov.
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,10,11,1,pajka,pajkov.
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,22,2,0,pajkom.,pajek
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,22 takšnih avtomobilov je odpeljal pajek.,19,5,1,pajek,pajek.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,7,0,1,pajkom,Pajki
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,10,4,1,pajka,pajek
pajek,22 takšnih avtomobilov je odpeljal pajek.,Ne bojim se pajkov.,5,3,0,pajek.,pajkov.
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,13,12,0,pajkom.,pajki.
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,0,4,0,Pajek,pajke
pajek,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,Pajku v Celju res ne zmanjka dela.,19,0,1,pajke.,Pajku
pajek,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,6,4,1,pajka,pajke
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,Doktor pravi da sploh ne smeš misliti na pajke.,0,8,0,Pajki,pajke.
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,13,0,1,pajkom.,Pajek
pajek,Doktor pravi da sploh ne smeš misliti na pajke.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,8,1,1,pajke.,pajek
pajek,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,Pajke iz stanovanja nosi ven na travo.,4,0,0,pajek,Pajke
pajek,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,Predvsem jantar iz Dominikanske republike vsebuje nešteto vključkov organizmov od žab do pajkov.,6,12,1,pajka,pajkov.
pajek,Pajke iz stanovanja nosi ven na travo.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,0,11,1,Pajke,pajkov.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,7,11,0,pajkom,pajkov.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,19,19,1,pajek,pajke.
pajek,Dejstvo je da lahko danes vidim pajka in mi je popolnoma vseeno.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,6,1,1,pajka,pajek
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,19,2,0,pajek,pajek
pajek,Pajki seveda morajo odvažati avtomobile ki dejansko ovirajo promet.,22 takšnih avtomobilov je odpeljal pajek.,0,5,1,Pajki,pajek.
pajek,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,Pajke iz stanovanja nosi ven na travo.,20,0,0,pajki.,Pajke
pajek,29 vozil odpeljal pajek.,Delavci Kostre v imenu občine po posebni izvajalski pogodbi skrbijo za parkirišča in za vklenjanje avtomobilov in njihov odvoz z pajki.,3,20,1,pajek.,pajki.
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Pajku v Celju res ne zmanjka dela.,11,0,1,pajkom,Pajku
pajek,29 vozil odpeljal pajek.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,3,1,0,pajek.,pajek
pajek,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,0,3,0,Pajek,pajki
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,22,4,1,pajkom.,pajek
pajek,Obvodni pajek drsi po vodni gladini z osmimi nogami.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,1,4,1,pajek,pajke
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Pajke iz stanovanja nosi ven na travo.,7,0,0,pajkom,Pajke
pajek,29 vozil odpeljal pajek.,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,3,4,1,pajek.,pajek
pajek,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,11,4,1,pajkov.,pajke
pajek,So pa to pajki ki se jih ljudje kar najbolj bojijo.,Ne bojim se pajkov.,3,3,1,pajki,pajkov.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,Pajek mi je odpeljal parkiran avto pri tem pa je poškodoval velik del sprednje maske.,19,0,1,pajek,Pajek
pajek,Če vam avto odpelje pajek plačate 67 evrov za odvoz in dva za dan hrambe.,Doktor pravi da sploh ne smeš misliti na pajke.,4,8,0,pajek,pajke.
pajek,Pajke iz stanovanja nosi ven na travo.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,0,4,1,Pajke,pajkov
pajek,22 takšnih avtomobilov je odpeljal pajek.,Predvsem jantar iz Dominikanske republike vsebuje nešteto vključkov organizmov od žab do pajkov.,5,12,0,pajek.,pajkov.
pajek,V drugem največjem mestu lahko brezobzirni vozniki do nadaljnjega parkirajo in ni se jim treba bati da jim bo pajek zagrabil avto.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,19,12,0,pajek,pajki.
pajek,Devetnajst nepravilno parkiranih vozil je odpeljal pajek.,Čeprav stalno kupuje nove pajke pa je tudi sam opravil paritev med dvema pajkoma.,6,4,0,pajek.,pajke
pajek,Velikokrat se zgodi da takoj po odvozu nepravilno parkiranega vozila s pajkom na njegovo mesto parkira drugo vozilo.,Doktor pravi da sploh ne smeš misliti na pajke.,11,8,0,pajkom,pajke.
pajek,No kljub temu so včeraj prijateljici s pajkom odpeljali avto.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,7,4,0,pajkom,pajek
pajek,Pajke iz stanovanja nosi ven na travo.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,0,12,1,Pajke,pajki.
pajek,Samo za tiste ki se ne bojijo niti najmanjših pajkov.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,9,4,1,pajkov.,pajkov
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Punc ni strah samo pajkov ampak tudi kakšnih ogabnih žuželk.,13,4,0,pajkom.,pajkov
pajek,Pajku v Celju res ne zmanjka dela.,Pajke iz stanovanja nosi ven na travo.,0,0,0,Pajku,Pajke
pajek,So pa to pajki ki se jih ljudje kar najbolj bojijo.,Toda namesto da bi pajek neustrašno napadel se je previdno približeval plenu.,3,4,1,pajki,pajek
pajek,S 1. januarjem 2005 bo po novem zakonu o varnosti v cestnem prometu napačno parkirano vozilo na območju za pešce odstranjeno s pajkom.,Ne bojim se pajkov.,22,3,0,pajkom.,pajkov.
pajek,Zato so ga mestni svetniki včeraj dopolnili še s ceniki za odvoze s pajkom.,Obvodni pajek drsi po vodni gladini z osmimi nogami.,13,1,0,pajkom.,pajek
pajek,Njihov visoki član in ljubljanski župan Dimitrij Rupel je v predvolilnem boju pobiral glasove s parolo kako bo ukinil pajke.,V Avstriji je kot pogosta posebna fobija statistično registriran tudi strah pred pajki.,19,12,0,pajke.,pajki.
pajek,V bistvu bi me moral romantični trenutek tako prevzeti da pajka sploh opazila ne bi.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,10,3,1,pajka,pajki
pajek,Sicer je pajek plašen zato ugrizne človeka le če je izzvan.,Tako se prepričate da ni v njih recimo škorpijona ali strupenih pajkov.,2,11,1,pajek,pajkov.
pajek,Doktor pravi da sploh ne smeš misliti na pajke.,So pa to pajki ki se jih ljudje kar najbolj bojijo.,8,3,1,pajke.,pajki
